LayerID, Total Cycles, Stall Cycles, Overall Util %, Mapping Efficiency %, Compute Util %,
0, 10604, 0, 30.337765009076765, 35.44921875, 28.293901508905012,
1, 17036, 0, 19.177036863113408, 100.0, 13.656884875846497,
