Run Name,Layer ID,Array Size,Ifmap SRAM Size (kB),Filter SRAM Size (kB),OFMAP SRAM Size (kB),Cycles,Stalls,Avg DRAM IFMAP BW,Avg DRAM Filter BW,Avg DRAM OFMAP BW,Cost
scale_run_128x512_ifmap414_filter432_ofmap177,1,128x512,414,432,177,303966,280018,19.999056559271665,19.998256416548543,2.722667109383647,12985421.466579076
scale_run_512x128_ifmap435_filter512_ofmap76,0,512x128,435,512,76,46757,42583,19.99856332160046,20.0,7.582691554627333,2224756.7342477827
scale_run_512x128_ifmap435_filter512_ofmap76,1,512x128,435,512,76,301346,283553,19.998268314974265,19.998564069427243,0.806633657104806,12295961.27774376
scale_run_256x256_ifmap197_filter777_ofmap49,0,256x256,197,777,49,54453,46872,19.99639600677551,20.0,11.43369154463864,2800522.557437155
scale_run_256x256_ifmap197_filter777_ofmap49,1,256x256,197,777,49,167003,154586,19.996152254137783,19.999138240574506,2.5847935794848573,7111001.780643147
scale_run_256x256_ifmap283_filter691_ofmap49,0,256x256,283,691,49,54725,47144,19.997584832749666,20.0,10.496069821651217,2763265.2509620884
scale_run_256x256_ifmap283_filter691_ofmap49,1,256x256,283,691,49,212965,200548,19.997354847242427,19.99895644006922,2.0289526981201793,8949910.34465749
scale_run_128x512_ifmap88_filter432_ofmap503,0,128x512,88,432,503,108921,97549,19.991307890805377,20.0,8.911711453676899,5326565.770020354
scale_run_128x512_ifmap88_filter432_ofmap503,1,128x512,88,432,503,303966,280018,19.99120018479612,19.998256416548543,4.053565976008724,13387581.4007478
scale_run_512x128_ifmap32_filter864_ofmap128,0,512x128,32,864,128,54601,50427,19.976002617896228,20.0,7.823908182234556,2609922.9295979408
scale_run_512x128_ifmap32_filter864_ofmap128,1,512x128,32,864,128,292652,274859,19.975707617981822,19.999321872986812,1.1399251377381503,12032373.7020003
scale_run_128x512_ifmap61_filter777_ofmap185,0,128x512,61,777,185,54008,42636,19.987569464755776,20.0,17.93443534110091,3128251.635554708
scale_run_128x512_ifmap61_filter777_ofmap185,1,128x512,61,777,185,460168,436220,19.98724744298219,19.999138240574506,1.990596461832488,19316463.91987945
scale_run_1024x64_ifmap409_filter512_ofmap102,0,1024x64,409,512,102,105864,95595,19.99826375324461,20.0,3.3823683566861176,4592447.2376857065
scale_run_1024x64_ifmap409_filter512_ofmap102,1,1024x64,409,512,102,325524,289829,19.99814982259186,19.998564069427243,0.6533263731802099,13232563.70728874
scale_run_256x256_ifmap105_filter604_ofmap315,0,256x256,105,604,315,92078,84497,19.9927747200204,20.0,7.718422346546889,4393151.603495383
scale_run_256x256_ifmap105_filter604_ofmap315,1,256x256,105,604,315,290921,278504,19.992630501535313,19.998792890122825,2.3653415071802955,12322472.401134977
scale_run_256x256_ifmap101_filter518_ofmap404,0,256x256,101,518,404,109164,101583,19.99244875943905,20.0,6.528116534972856,5078370.989799182
scale_run_256x256_ifmap101_filter518_ofmap404,1,256x256,101,518,404,292848,280431,19.992336826971655,19.998580635431775,2.7703079085217834,12522539.327424709
scale_run_512x128_ifmap249_filter691_ofmap83,0,512x128,249,691,83,51663,47489,19.99721171775613,20.0,7.157998521074686,2436179.6265687165
scale_run_512x128_ifmap249_filter691_ofmap83,1,512x128,249,691,83,287559,269766,19.996931417173837,19.99895644006922,0.9169418918861773,11764852.409829855
scale_run_512x128_ifmap84_filter604_ofmap336,0,512x128,84,604,336,54254,50080,19.991063609229503,20.0,13.560588372636003,2905391.326624131
scale_run_512x128_ifmap84_filter604_ofmap336,1,512x128,84,604,336,292976,275183,19.990774125492244,19.998792890122825,4.552424942263279,13049734.635851366
scale_run_64x1024_ifmap76_filter512_ofmap435,0,64x1024,76,512,435,65243,40194,19.99009446941209,20.0,22.015781161159897,4045449.343765408
scale_run_64x1024_ifmap76_filter512_ofmap435,1,64x1024,76,512,435,221165,152532,19.990194476221603,19.998564069427243,8.27614646672043,10674507.717060652
scale_run_256x256_ifmap99_filter691_ofmap233,0,256x256,99,691,233,107035,99454,19.99229689950205,20.0,6.149871348249172,4938826.978398052
scale_run_256x256_ifmap99_filter691_ofmap233,1,256x256,99,691,233,292158,279741,19.992181524602703,19.99895644006922,1.909186162204045,12241514.896259828
scale_run_128x512_ifmap197_filter777_ofmap49,0,128x512,197,777,49,53605,42233,19.99639600677551,20.0,15.786133555563607,2990222.4971891884
scale_run_128x512_ifmap197_filter777_ofmap49,1,128x512,197,777,49,128691,104743,19.996268830744835,19.999138240574506,6.44228695545012,5976113.281998989
scale_run_1024x64_ifmap102_filter512_ofmap409,0,1024x64,102,512,409,108131,97862,19.992528133400153,20.0,8.599348534201955,5254288.215944484
scale_run_1024x64_ifmap102_filter512_ofmap409,1,1024x64,102,512,409,327443,291748,19.99240668576132,19.998564069427243,19.997417688831504,19642777.877275262
scale_run_512x128_ifmap430_filter518_ofmap75,0,512x128,430,518,75,46257,42083,19.99854661725165,20.0,7.625748345762,2202957.0121041224
scale_run_512x128_ifmap430_filter518_ofmap75,1,512x128,430,518,75,297769,279976,19.998248180865595,19.998580635431775,0.8159778142356147,12152788.617567176
scale_run_512x128_ifmap266_filter691_ofmap66,0,512x128,266,691,66,48516,44342,19.997430579771322,20.0,6.592807845986197,2260372.0074640517
scale_run_512x128_ifmap266_filter691_ofmap66,1,512x128,266,691,66,293244,275451,19.997130301018075,19.99895644006922,0.9058104512091704,11994235.940257786
scale_run_512x128_ifmap24_filter864_ofmap136,0,512x128,24,864,136,54623,50449,19.96789668569761,20.0,8.181664506677185,2630073.4810110885
scale_run_512x128_ifmap24_filter864_ofmap136,1,512x128,24,864,136,292959,275166,19.967600566137477,19.999321872986812,1.1422611114330417,12043305.303787725
scale_run_256x256_ifmap49_filter777_ofmap197,0,256x256,49,777,197,108578,100997,19.98425931857492,20.0,5.969903790806677,4989611.122090435
scale_run_256x256_ifmap49_filter777_ofmap197,1,256x256,49,777,197,293136,280719,19.984144428603994,19.999138240574506,1.9335743999714643,12287339.813822344
scale_run_128x512_ifmap101_filter518_ofmap404,0,128x512,101,518,404,109292,97920,19.99244875943905,20.0,8.861313126176066,5339325.344002647
scale_run_128x512_ifmap101_filter518_ofmap404,1,128x512,101,518,404,214738,190790,19.992374900714854,19.998580635431775,4.968614660749612,9654528.184941104
scale_run_128x512_ifmap503_filter432_ofmap88,0,128x512,503,432,88,105894,94522,19.998619511479625,20.0,8.05740047163268,5088844.180091695
scale_run_128x512_ifmap503_filter432_ofmap88,1,128x512,503,432,88,306180,282232,19.99922345175694,19.998256416548543,2.712385492160773,13076906.576067558
scale_run_256x256_ifmap177_filter432_ofmap414,0,256x256,177,432,414,51215,43634,19.995955510616785,20.0,18.371026411513522,2989264.9791419036
scale_run_256x256_ifmap177_filter432_ofmap414,1,256x256,177,432,414,301305,288888,19.995674403716553,19.998256416548543,3.836614086151832,13206362.333027951
scale_run_128x512_ifmap102_filter512_ofmap409,0,128x512,102,512,409,53290,41918,19.992710307625018,20.0,20.910138248847925,3245512.799574443
scale_run_128x512_ifmap102_filter512_ofmap409,1,128x512,102,512,409,214161,190213,19.99245077274729,19.998564069427243,4.2216333267713555,9468624.94450962
scale_run_512x128_ifmap151_filter518_ofmap354,0,512x128,151,518,354,54549,50375,19.995172746707123,20.0,13.688427999057271,2928386.737080702
scale_run_512x128_ifmap151_filter518_ofmap354,1,512x128,151,518,354,290554,272761,19.99489606690916,19.998580635431775,4.859089279311581,13032092.456233066
scale_run_256x256_ifmap503_filter432_ofmap88,0,256x256,503,432,88,90929,83348,19.998641080147152,20.0,6.168803033038454,4197959.525767854
scale_run_256x256_ifmap503_filter432_ofmap88,1,256x256,503,432,88,301708,289291,19.99922345175694,19.998256416548543,1.4277000760376173,12498308.190647868
scale_run_512x128_ifmap88_filter432_ofmap503,0,512x128,88,432,503,54511,50337,19.99148165894692,20.0,70.34883720930233,6014761.121827135
scale_run_512x128_ifmap88_filter432_ofmap503,1,512x128,88,432,503,291226,273433,19.991195110214697,19.99826717847685,19.99926212875853,17470276.25719632
scale_run_256x256_ifmap74_filter777_ofmap172,0,256x256,74,777,172,93468,85887,19.98966233821032,20.0,7.017204716798763,4393637.84989759
scale_run_256x256_ifmap74_filter777_ofmap172,1,256x256,74,777,172,292502,280085,19.98951949611915,19.999138240574506,1.7419023136246787,12206272.275838213
scale_run_256x256_ifmap336_filter604_ofmap84,0,256x256,336,604,84,54198,46617,19.998007306542675,20.0,10.294254218063235,2725739.990110591
scale_run_256x256_ifmap336_filter604_ofmap84,1,256x256,336,604,84,218267,205850,19.99790768229318,19.998792890122825,1.9800079438633655,9162130.237722749
scale_run_256x256_ifmap430_filter518_ofmap75,0,256x256,430,518,75,53886,46305,19.99854661725165,20.0,10.54379946271691,2723524.860865186
scale_run_256x256_ifmap430_filter518_ofmap75,1,256x256,430,518,75,214532,202115,19.99844281228102,19.998580635431775,2.0128026654044975,9012452.015699279
scale_run_256x256_ifmap76_filter512_ofmap435,0,256x256,76,512,435,107643,100062,19.98991112619347,20.0,6.979906985687332,5055972.131017185
scale_run_256x256_ifmap76_filter512_ofmap435,1,256x256,76,512,435,292544,280127,19.989795779534415,19.998564069427243,3.024373064799576,12583116.937523367
scale_run_128x512_ifmap37_filter777_ofmap209,0,128x512,37,777,209,163881,152509,19.979046876522755,20.0,5.548620487606043,7461119.655300792
scale_run_128x512_ifmap37_filter777_ofmap209,1,128x512,37,777,209,502667,478719,19.97896490638588,19.999138240574506,1.8949471971796201,21048200.597337823
scale_run_1024x64_ifmap153_filter512_ofmap358,0,1024x64,153,512,358,106867,96598,19.995077618661295,20.0,4.810017557226621,4788186.106161615
scale_run_1024x64_ifmap153_filter512_ofmap358,1,1024x64,153,512,358,326050,290355,19.994956109033122,19.998564069427243,19.997417688831504,19560045.291630514
scale_run_128x512_ifmap153_filter512_ofmap358,0,128x512,153,512,358,106977,95605,19.995077618661295,20.0,8.54528155682632,5192702.0035161385
scale_run_128x512_ifmap153_filter512_ofmap358,1,128x512,153,512,358,214161,190213,19.995014037857697,19.998564069427243,4.28035804762709,9481750.440872114
scale_run_128x512_ifmap128_filter864_ofmap32,0,128x512,128,864,32,54563,43191,19.99425751458053,20.0,15.837955222795667,3046373.0235894574
scale_run_128x512_ifmap128_filter864_ofmap32,1,128x512,128,864,32,209248,185300,19.993994022622516,19.99924652837951,3.9909126469241336,9203596.088359654
scale_run_256x256_ifmap384_filter512_ofmap128,0,256x256,384,512,128,89382,81801,19.998169224666647,20.0,7.058073688815438,4205981.104092856
scale_run_256x256_ifmap384_filter512_ofmap128,1,256x256,384,512,128,212259,199842,19.998256396844077,19.998564069427243,2.0153120498164414,8917453.235732272
scale_run_512x128_ifmap118_filter432_ofmap473,0,512x128,118,432,473,52008,47834,19.993749425498667,20.0,97.02639492148346,7126143.667197847
scale_run_512x128_ifmap118_filter432_ofmap473,1,512x128,118,432,473,290606,272813,19.99345007215155,19.99826717847685,19.99926212875853,17433738.55352612
scale_run_512x128_ifmap357_filter604_ofmap63,0,512x128,357,604,63,48970,44796,19.998176679733795,20.0,7.042334456756298,2303573.83035392
scale_run_512x128_ifmap357_filter604_ofmap63,1,512x128,357,604,63,265736,247943,19.997884979342082,19.998792890122825,0.9065527232286575,10869460.884780016
scale_run_512x128_ifmap126_filter604_ofmap294,0,512x128,126,604,294,52251,48077,19.994166757811076,20.0,10.828144226108355,2655516.571220774
scale_run_512x128_ifmap126_filter604_ofmap294,1,512x128,126,604,294,290905,273112,19.993870378946795,19.998792890122825,2.307705406555981,12305388.749582866
scale_run_128x512_ifmap112_filter864_ofmap48,0,128x512,112,864,48,54673,43301,19.993395707209686,20.0,15.588912938482729,3038851.560585941
scale_run_128x512_ifmap112_filter864_ofmap48,1,128x512,112,864,48,210557,186609,19.99312439122214,19.99924652837951,3.958899442054602,9254247.633539256
scale_run_128x512_ifmap233_filter691_ofmap99,0,128x512,233,691,99,54455,43083,19.996982852545298,20.0,15.38543984179115,3015849.8278200915
scale_run_128x512_ifmap233_filter691_ofmap99,1,128x512,233,691,99,213093,189145,19.996781741748183,19.99895644006922,3.8809017853828736,9349804.840530608
scale_run_128x512_ifmap473_filter432_ofmap118,0,128x512,473,432,118,52185,40813,19.99867875604882,20.0,15.6858639686026,2905897.8620859343
scale_run_128x512_ifmap473_filter432_ofmap118,1,128x512,473,432,118,303966,280018,19.99917420207275,19.998256416548543,2.7150879334185944,12983153.414189357
scale_run_128x128_ifmap480_filter64_ofmap480,0,128x128,480,64,480,10220,0,9.879110061035638,3.4174757281553396,103.65536521532239,1195248.9392661266
scale_run_128x128_ifmap480_filter64_ofmap480,1,128x128,480,64,480,27161,0,9.43118732742334,29.432335329341317,41.92456896551724,2194285.3565527988
scale_run_256x256_ifmap112_filter864_ofmap48,0,256x256,112,864,48,92435,84854,19.99324010308843,20.0,6.356711321250328,4284357.7599087525
scale_run_256x256_ifmap112_filter864_ofmap48,1,256x256,112,864,48,271246,258829,19.99310228431797,19.99924652837951,1.6050082150416674,11283116.704346132
scale_run_128x256_ifmap358_filter128_ofmap537,0,128x256,358,128,537,10604,0,9.778990450204638,9.852417302798981,114.34916677601365,1420730.0123056993
scale_run_128x256_ifmap358_filter128_ofmap537,1,128x256,358,128,537,17036,0,9.837198726693952,39.40391039059369,72.80541293185972,2079184.5496292743
scale_run_128x512_ifmap357_filter604_ofmap63,0,128x512,357,604,63,54198,42826,19.998176679733795,20.0,15.787979270855983,3023498.080210065
scale_run_128x512_ifmap357_filter604_ofmap63,1,128x512,357,604,63,743083,719135,19.998249606161387,19.998733066309462,1.1252169117152504,30557207.43361576
scale_run_512x128_ifmap49_filter691_ofmap283,0,512x128,49,691,283,54444,50270,19.984438050775385,20.0,14.127949404037947,2946094.822589857
scale_run_512x128_ifmap49_filter691_ofmap283,1,512x128,49,691,283,293008,275215,19.984144428603994,19.99895644006922,2.2980446187271473,12388713.876972206
scale_run_256x256_ifmap209_filter777_ofmap37,0,256x256,209,777,37,92262,84681,19.996470649296725,20.0,6.24301324823518,4266147.263354088
scale_run_256x256_ifmap209_filter777_ofmap37,1,256x256,209,777,37,209246,196829,19.996356485222744,19.999138240574506,2.063174311839359,8800608.26144931
scale_run_512x128_ifmap384_filter512_ofmap128,0,512x128,384,512,128,49917,45743,19.998304826159924,20.0,7.085691977357017,2350291.868441155
scale_run_512x128_ifmap384_filter512_ofmap128,1,512x128,384,512,128,266111,248318,19.998038467825424,19.998564069427243,1.151811657715946,10950045.649837293
scale_run_512x128_ifmap473_filter432_ofmap118,0,512x128,473,432,118,49237,45063,19.99867875604882,20.0,7.4023093981800105,2333882.4537497647
scale_run_512x128_ifmap473_filter432_ofmap118,1,512x128,473,432,118,258213,240420,19.998435388045497,19.99826717847685,1.2709145365773602,10655835.215042684
scale_run_128x512_ifmap209_filter777_ofmap37,0,128x512,209,777,37,54311,42939,19.996602741587537,20.0,15.651267221094606,3022291.46554323
scale_run_128x512_ifmap209_filter777_ofmap37,1,128x512,209,777,37,128376,104428,19.996449892095406,19.999138240574506,6.48545774565981,5967050.745676456
scale_run_128x512_ifmap409_filter512_ofmap102,0,128x512,409,512,102,53369,41997,19.998408428960225,20.0,15.310120020384135,2951760.854813059
scale_run_128x512_ifmap409_filter512_ofmap102,1,128x512,409,512,102,215542,191594,19.998408428960225,19.998564069427243,3.8581028725347304,9452610.655599311
scale_run_512x128_ifmap148_filter432_ofmap444,0,512x128,148,432,444,53584,49410,19.99507467149818,20.0,38.96417549979874,4230952.461178775
scale_run_512x128_ifmap148_filter432_ofmap444,1,512x128,148,432,444,292224,274431,19.994790591944362,19.99826717847685,19.99926212875853,17531195.6902179
scale_run_128x512_ifmap32_filter864_ofmap128,0,128x512,32,864,128,109097,97725,19.975822404571762,20.0,8.288302001674404,5265471.180348237
scale_run_128x512_ifmap32_filter864_ofmap128,1,128x512,32,864,128,544148,520200,19.975676162271597,19.99924652837951,1.665024905137506,22658294.204353184
scale_run_256x256_ifmap435_filter512_ofmap76,0,256x256,435,512,76,52908,45327,19.99856332160046,20.0,10.42978990842162,2668063.312694008
scale_run_256x256_ifmap435_filter512_ofmap76,1,256x256,435,512,76,214104,201687,19.99856332160046,19.998564069427243,2.0191750849588006,8995858.425318616
scale_run_512x128_ifmap101_filter518_ofmap404,0,512x128,101,518,404,52353,48179,19.992637043036485,20.0,23.310322684218974,3314099.850601005
scale_run_512x128_ifmap101_filter518_ofmap404,1,512x128,101,518,404,292720,274927,19.992336826971655,19.998580635431775,337.21928460342144,110416970.34870826
scale_run_512x128_ifmap444_filter432_ofmap148,0,512x128,444,432,148,46433,42259,19.998592515702246,20.0,7.7061883027279485,2215076.0877421694
scale_run_512x128_ifmap444_filter432_ofmap148,1,512x128,444,432,148,263360,245567,19.998313974585,19.99826717847685,1.3072878985192689,10877786.953424405
scale_run_256x256_ifmap32_filter864_ofmap128,0,256x256,32,864,128,108929,101348,19.975822404571762,20.0,5.746910343053343,4980531.555466055
scale_run_256x256_ifmap32_filter864_ofmap128,1,256x256,32,864,128,292780,280363,19.975707617981822,19.99924652837951,1.7544390547817186,12217531.74143066
scale_run_512x128_ifmap233_filter691_ofmap99,0,512x128,233,691,99,54161,49987,19.996982852545298,20.0,6.624843161856964,2525084.718766041
scale_run_512x128_ifmap233_filter691_ofmap99,1,512x128,233,691,99,292764,274971,19.996714705714737,19.99895644006922,1.0049172502328858,12003496.261171475
scale_run_512x128_ifmap66_filter691_ofmap266,0,512x128,66,691,266,54533,50359,19.988530877029497,20.0,12.46940615741337,2860688.6802992728
scale_run_512x128_ifmap66_filter691_ofmap266,1,512x128,66,691,266,292894,275101,19.988240612031962,19.99895644006922,1.8433549549855903,12251917.699563673
scale_run_256x256_ifmap414_filter432_ofmap177,0,256x256,414,432,177,53761,46180,19.998427648233463,20.0,11.79064149411287,2784232.146161681
scale_run_256x256_ifmap414_filter432_ofmap177,1,256x256,414,432,177,301305,288888,19.99832283357268,19.998256416548543,1.4346860929430876,12483447.404191991
scale_run_512x128_ifmap102_filter512_ofmap409,0,512x128,102,512,409,52842,48668,19.992710307625018,20.0,23.46856311621141,3353420.6102623646
scale_run_512x128_ifmap102_filter512_ofmap409,1,512x128,102,512,409,293021,275228,19.99241367164745,19.998564069427243,439.82150101419876,140595132.33734897
scale_run_256x256_ifmap48_filter864_ofmap112,0,256x256,48,864,112,108797,101216,19.983922388986837,20.0,5.781347985785529,4979124.12096411
scale_run_256x256_ifmap48_filter864_ofmap112,1,256x256,48,864,112,292028,279611,19.983808102097772,19.99924652837951,1.613321329454394,12147306.478826927
scale_run_512x128_ifmap172_filter777_ofmap74,0,512x128,172,777,74,53399,49225,19.995808885163452,20.0,7.013645694964376,2510257.865124246
scale_run_512x128_ifmap172_filter777_ofmap74,1,512x128,172,777,74,291229,273436,19.995527455325377,19.999138240574506,0.9051525132225436,11911213.157224515
scale_run_512x128_ifmap336_filter604_ofmap84,0,512x128,336,604,84,52239,48065,19.998007306542675,20.0,6.466697842207228,2427269.732265546
scale_run_512x128_ifmap336_filter604_ofmap84,1,512x128,336,604,84,292913,275120,19.997741644083106,19.998792890122825,0.8993409401039398,11978933.572806528
scale_run_64x1024_ifmap128_filter512_ofmap384,0,64x1024,128,512,384,68342,43293,19.99425751458053,20.0,21.77377753895755,4221351.051628899
scale_run_64x1024_ifmap128_filter512_ofmap384,1,64x1024,128,512,384,221165,152532,19.99408932742266,19.998564069427243,7.664120703400625,10540010.443881908
scale_run_256x256_ifmap128_filter864_ofmap32,0,256x256,128,864,32,93699,86118,19.99410904577061,20.0,6.349142688537489,4342316.344252935
scale_run_256x256_ifmap128_filter864_ofmap32,1,256x256,128,864,32,269877,257460,19.993972205988833,19.99924652837951,1.60476315526673,11226338.558429044
scale_run_128x512_ifmap384_filter512_ofmap128,0,128x512,384,512,128,53097,41725,19.998304826159924,20.0,15.461315966923378,2944739.485250344
scale_run_128x512_ifmap384_filter512_ofmap128,1,128x512,384,512,128,214616,190668,19.99837262759617,19.998564069427243,3.831971925838033,9406385.053004032
scale_run_256x256_ifmap233_filter691_ofmap99,0,256x256,233,691,99,54327,46746,19.996982852545298,20.0,11.207969126869271,2781811.4261856554
scale_run_256x256_ifmap233_filter691_ofmap99,1,256x256,233,691,99,212965,200548,19.996781741748183,19.99895644006922,2.0144272529228426,8946694.881809456
scale_run_512x128_ifmap75_filter518_ofmap430,0,512x128,75,518,430,54248,50074,19.98994758382997,20.0,29.86006580300226,3789223.526208875
scale_run_512x128_ifmap75_filter518_ofmap430,1,512x128,75,518,430,292392,274599,19.989656768012193,19.998580635431775,19.99926212875853,17539864.963219754
scale_run_512x128_ifmap105_filter604_ofmap315,0,512x128,105,604,315,54235,50061,19.99291634199901,20.0,11.337406308557151,2783900.048952913
scale_run_512x128_ifmap105_filter604_ofmap315,1,512x128,105,604,315,290895,273102,19.992630501535313,19.998792890122825,3.200422096609944,12564291.893309742
scale_run_256x256_ifmap151_filter518_ofmap354,0,256x256,151,518,354,93374,85793,19.995034859424457,20.0,8.090714066809685,4489958.720238187
scale_run_256x256_ifmap151_filter518_ofmap354,1,256x256,151,518,354,213723,201306,19.994933555693944,19.998580635431775,3.0193976021054683,9192848.54718475
scale_run_128x128_ifmap384_filter64_ofmap576,0,128x128,384,64,576,10220,0,9.815976524290837,3.4174757281553396,100.56867497691597,1163057.7402840813
scale_run_128x128_ifmap384_filter64_ofmap576,1,128x128,384,64,576,27161,0,9.707703814510097,29.432335329341317,43.473779949067094,2243873.9403827596
scale_run_128x512_ifmap430_filter518_ofmap75,0,128x512,430,518,75,52448,41076,19.99854661725165,20.0,15.844241575587844,2928842.555138046
scale_run_128x512_ifmap430_filter518_ofmap75,1,128x512,430,518,75,214838,190890,19.999091611027843,19.998580635431775,3.8546484299394463,9421144.869476222
scale_run_512x128_ifmap136_filter864_ofmap24,0,512x128,136,864,24,54243,50069,19.994616613131875,20.0,6.032704846546784,2496659.9979373496
scale_run_512x128_ifmap136_filter864_ofmap24,1,512x128,136,864,24,292956,275163,19.994325359562783,19.999321872986812,0.7560155185214879,11937858.200902779
scale_run_512x128_ifmap153_filter512_ofmap358,0,512x128,153,512,358,51593,47419,19.99525988587264,20.0,16.449529851591706,2912156.0369249983
scale_run_512x128_ifmap153_filter512_ofmap358,1,512x128,153,512,358,290442,272649,19.994963399569166,19.998564069427243,4.8155995291713865,13014452.46360185
scale_run_256x256_ifmap126_filter604_ofmap294,0,256x256,126,604,294,107041,99460,19.993984523820373,20.0,6.18405221520672,4942943.230582199
scale_run_256x256_ifmap126_filter604_ofmap294,1,256x256,126,604,294,249875,237458,19.993881726624423,19.998792890122825,2.340776725231425,10578071.15407692
scale_run_512x128_ifmap40_filter864_ofmap120,0,512x128,40,864,120,53805,49631,19.980855607098153,20.0,7.531222446968518,2556387.3596990574
scale_run_512x128_ifmap40_filter864_ofmap120,1,512x128,40,864,120,292484,274691,19.980555963008573,19.999321872986812,1.01312832588149,11989798.414250394
scale_run_64x1024_ifmap435_filter512_ofmap76,0,64x1024,435,512,76,83558,58509,19.99856332160046,20.0,20.15780096716722,5026545.487240849
scale_run_64x1024_ifmap435_filter512_ofmap76,1,64x1024,435,512,76,224026,155393,19.99910205181161,19.998564069427243,7.39033764351948,10616144.93140375
scale_run_512x128_ifmap128_filter512_ofmap384,0,512x128,128,512,384,53017,48843,19.99425751458053,20.0,19.32264289041187,3144804.108771482
scale_run_512x128_ifmap128_filter512_ofmap384,1,512x128,128,512,384,292135,274342,19.993966490293847,19.998564069427243,9.015133876600698,14316854.050104866
scale_run_1024x64_ifmap76_filter512_ofmap435,0,1024x64,76,512,435,108081,97812,19.98991112619347,20.0,11.270966740404393,5540326.940699764
scale_run_1024x64_ifmap76_filter512_ofmap435,1,1024x64,76,512,435,327863,292168,19.989788537633494,19.998564069427243,19.997417688831504,19667114.606522117
scale_run_512x128_ifmap409_filter512_ofmap102,0,512x128,409,512,102,52934,48760,19.998408428960225,20.0,6.662536994975566,2469950.4850706174
scale_run_512x128_ifmap409_filter512_ofmap102,1,512x128,409,512,102,213396,195603,19.99818562922856,19.998564069427243,1.3457795431976167,8822330.370094553
scale_run_512x128_ifmap76_filter512_ofmap435,0,512x128,76,512,435,53128,48954,19.99009446941209,20.0,37.04796530169664,4092878.039519464
scale_run_512x128_ifmap76_filter512_ofmap435,1,512x128,76,512,435,292416,274623,19.989795779534415,19.998564069427243,19.99926212875853,17541340.468237028
scale_run_1024x64_ifmap358_filter512_ofmap153,0,1024x64,358,512,153,102185,91916,19.997999836350246,20.0,4.256441825696949,4522140.121236293
scale_run_1024x64_ifmap358_filter512_ofmap153,1,1024x64,358,512,153,330728,295033,19.997876989216874,19.998564069427243,1.195765255406827,13623416.00983344
scale_run_128x512_ifmap49_filter777_ofmap197,0,128x512,49,777,197,108799,97427,19.98425931857492,20.0,8.25328255556187,5248196.3183642095
scale_run_128x512_ifmap49_filter777_ofmap197,1,128x512,49,777,197,314603,290655,19.984139823317633,19.999138240574506,2.8630817894261185,13479593.348933484
scale_run_128x256_ifmap448_filter128_ofmap448,0,128x256,448,128,448,10604,0,9.943717796274276,9.852417302798981,100.97972190034763,1280707.1876218591
scale_run_128x256_ifmap448_filter128_ofmap448,1,128x256,448,128,448,17036,0,9.43118732742334,39.40391039059369,65.45708473515374,1947081.620272217
scale_run_512x128_ifmap128_filter864_ofmap32,0,512x128,128,864,32,54284,50110,19.99425751458053,20.0,6.335128887338073,2514944.411441749
scale_run_512x128_ifmap128_filter864_ofmap32,1,512x128,128,864,32,292135,274342,19.993966490293847,19.999321872986812,0.8252564273344878,11924525.582406355
scale_run_256x256_ifmap172_filter777_ofmap74,0,256x256,172,777,74,55088,47507,19.995808885163452,20.0,10.963645972932671,2807254.4492227994
scale_run_256x256_ifmap172_filter777_ofmap74,1,256x256,172,777,74,251558,239141,19.995537968366545,19.999138240574506,1.7488002968005227,10500905.462831339
scale_run_128x512_ifmap126_filter518_ofmap379,0,128x512,126,518,379,107551,96179,19.993984523820373,20.0,8.774297512337597,5245077.501270826
scale_run_128x512_ifmap126_filter518_ofmap379,1,128x512,126,518,379,249125,225177,19.993881726624423,19.998580635431775,4.045957438574255,10971071.332832063
scale_run_512x128_ifmap358_filter512_ofmap153,0,512x128,358,512,153,46772,42598,19.998181652877534,20.0,9.35747889411613,2308462.9551039874
scale_run_512x128_ifmap358_filter512_ofmap153,1,512x128,358,512,153,266461,248668,19.997890748020758,19.998564069427243,1.28766976857433,11000609.121316096
scale_run_256x256_ifmap102_filter512_ofmap409,0,256x256,102,512,409,92109,84528,19.99255849554041,20.0,8.13810110974106,4433266.925582871
scale_run_256x256_ifmap102_filter512_ofmap409,1,256x256,102,512,409,293149,280732,19.99241367164745,19.998564069427243,2.7498953722844353,12529444.212308114
scale_run_256x256_ifmap294_filter604_ofmap126,0,256x256,294,604,126,91085,83504,19.997547592041936,20.0,6.971300997443376,4278157.5737732705
scale_run_256x256_ifmap294_filter604_ofmap126,1,256x256,294,604,126,218267,205850,19.99743812356784,19.998792890122825,1.9872113855783284,9163600.022161243
scale_run_256x256_ifmap409_filter512_ofmap102,0,256x256,409,512,102,55241,47660,19.998408428960225,20.0,10.178761061946902,2771837.0198472007
scale_run_256x256_ifmap409_filter512_ofmap102,1,256x256,409,512,102,212910,200493,19.998408428960225,19.998564069427243,2.0202765964384364,8945892.504779382
scale_run_256x256_ifmap315_filter604_ofmap105,0,256x256,315,604,105,51732,44151,19.99787437559783,20.0,11.996757404271138,2689786.2912361813
scale_run_256x256_ifmap315_filter604_ofmap105,1,256x256,315,604,105,218267,205850,19.997710884743046,19.998792890122825,1.976031017075793,9161219.25143273
scale_run_128x512_ifmap126_filter604_ofmap294,0,128x512,126,604,294,107551,96179,19.993984523820373,20.0,8.405968680348511,5205463.3670615675
