LayerID, SRAM IFMAP Start Cycle, SRAM IFMAP Stop Cycle, SRAM IFMAP Reads, SRAM Filter Start Cycle, SRAM Filter Stop Cycle, SRAM Filter Reads, SRAM OFMAP Start Cycle, SRAM OFMAP Stop Cycle, SRAM OFMAP Writes, DRAM IFMAP Start Cycle, DRAM IFMAP Stop Cycle, DRAM IFMAP Reads, DRAM Filter Start Cycle, DRAM Filter Stop Cycle, DRAM Filter Reads, DRAM OFMAP Start Cycle, DRAM OFMAP Stop Cycle, DRAM OFMAP Writes,
0, 257.0, 7122.0, 1098075, 1.0, 4047.0, 34848, 511.0, 7421.0, 580800, -15335.0, -1.0, 150528, -3670.0, -1.0, 34848, 2606.0, 8314.0, 581055,
1, 257.0, 12035.0, 418176, 1.0, 11787.0, 884736, 511.0, 12417.0, 433664, -6685.0, -1.0, 64896, -13105.0, 10013.0, 884736, 5981.0, 12575.0, 433919,
