LayerID, Total Cycles, Stall Cycles, Overall Util %, Mapping Efficiency %, Compute Util %,
0, 7325, 0, 43.918315379692835, 53.173828125, 42.44085226335752,
1, 21251, 0, 15.373394193214438, 96.42857142857143, 13.169138987423407,
