LayerID, Total Cycles, Stall Cycles, Overall Util %, Mapping Efficiency %, Compute Util %,
0, 7581, 0, 21.217626972447565, 26.5869140625, 19.87775952522553,
1, 12417, 0, 13.155351534187002, 96.42857142857143, 10.217037778333749,
