LayerID, SRAM IFMAP Start Cycle, SRAM IFMAP Stop Cycle, SRAM IFMAP Reads, SRAM Filter Start Cycle, SRAM Filter Stop Cycle, SRAM Filter Reads, SRAM OFMAP Start Cycle, SRAM OFMAP Stop Cycle, SRAM OFMAP Writes, DRAM IFMAP Start Cycle, DRAM IFMAP Stop Cycle, DRAM IFMAP Reads, DRAM Filter Start Cycle, DRAM Filter Stop Cycle, DRAM Filter Reads, DRAM OFMAP Start Cycle, DRAM OFMAP Stop Cycle, DRAM OFMAP Writes,
0, 257.0, 7378.0, 1098075, 1.0, 4303.0, 34848, 511.0, 7677.0, 580800, -10184.0, 5548.0, 288451, -3670.0, -1.0, 34848, 2195.0, 8307.0, 581311,
1, 257.0, 15363.0, 418176, 1.0, 15115.0, 884736, 511.0, 15745.0, 433664, -6682.0, -1.0, 64896, -26210.0, 12829.0, 884736, 6293.0, 16234.0, 434175,
