LayerID, Total Cycles, Stall Cycles, Overall Util %, Mapping Efficiency %, Compute Util %,
0, 4302, 0, 18.694889595319037, 26.5869140625, 17.644891408306822,
1, 9792, 0, 8.340992647058824, 96.42857142857143, 7.054327172223182,
