LayerID, SRAM IFMAP Start Cycle, SRAM IFMAP Stop Cycle, SRAM IFMAP Reads, SRAM Filter Start Cycle, SRAM Filter Stop Cycle, SRAM Filter Reads, SRAM OFMAP Start Cycle, SRAM OFMAP Stop Cycle, SRAM OFMAP Writes, DRAM IFMAP Start Cycle, DRAM IFMAP Stop Cycle, DRAM IFMAP Reads, DRAM Filter Start Cycle, DRAM Filter Stop Cycle, DRAM Filter Reads, DRAM OFMAP Start Cycle, DRAM OFMAP Stop Cycle, DRAM OFMAP Writes,
0, 129.0, 10017.0, 1098075, 1.0, 6942.0, 34848, 255.0, 10188.0, 871200, -15335.0, -1.0, 150528, -3275.0, 6921.0, 34848, 2350.0, 10883.0, 871327,
1, 129.0, 27035.0, 836352, 1.0, 26787.0, 884736, 255.0, 27161.0, 836352, -7078.0, -1.0, 64896, -3275.0, 26784.0, 884736, 6442.0, 27551.0, 836479,
