LayerID, Total Cycles, Stall Cycles, Overall Util %, Mapping Efficiency %, Compute Util %,
0, 10220, 0, 62.95531509907045, 70.8984375, 60.686976071731756,
1, 27161, 0, 24.056551673355177, 100.0, 19.206349206349202,
